protocol,num_uavs,runs,pdr_mean,pdr_std,avg_latency_ms_mean,avg_latency_ms_std,avg_hops_mean,avg_hops_std,throughput_pps_mean,throughput_pps_std,topology_changes_per_s_mean,topology_changes_per_s_std,avg_link_lifetime_s_mean,avg_link_lifetime_s_std,control_packets_per_s_mean,control_packets_per_s_std,route_failures_mean,route_failures_std,stale_route_failures_mean,stale_route_failures_std
aodv_like_reactive,5,30,0.20583333333333334,0.07730860476279708,17.8083788684855,0.6292916161222825,1.2156090075311468,0.11834379259356989,1.0291666666666668,0.38654302381398536,0.13027777777777777,0.04453896199736214,29.7625,7.740821084639206,21.338333333333335,1.3957136764632874,26.333333333333332,9.89388138643722,0.0,0.0
aodv_like_reactive,10,30,0.23627777777777778,0.07431998302302827,24.115022417029508,1.0500872082761163,1.5620536431853547,0.1989451065607048,1.1813888888888888,0.37159991511514134,0.5458333333333333,0.10540376513058584,26.63517393366856,4.053068953341467,46.48888888888889,1.1900247689091534,74.2,23.048354966605896,0.0,0.0
aodv_like_reactive,20,30,0.5290555555555555,0.08598307685918687,33.55234792700776,1.3159581548210824,2.726482882352775,0.2580689761837549,2.645277777777778,0.42991538429593446,2.397777777777778,0.25072056650609215,27.554847989156965,1.874578164555321,101.01027777777777,1.5623428562954058,189.33333333333334,33.44880001169283,0.0,0.0
greedy_geographic,5,30,0.20555555555555555,0.07710062368644956,14.813076189737108,0.46178927013795845,1.1841865541980958,0.10141158606391558,1.0277777777777777,0.38550311843224777,0.13027777777777777,0.04453896199736214,29.7625,7.740821084639206,0.0,0.0,99.46666666666667,23.672393673268918,0.0,0.0
greedy_geographic,10,30,0.23049999999999998,0.07056406335406881,16.21959137546414,0.8016026882779261,1.4960494486158304,0.17264883989758723,1.1525,0.35282031677034403,0.5458333333333333,0.10540376513058584,26.63517393366856,4.053068953341467,0.0,0.0,196.56666666666666,21.991942969086555,0.0,0.0
greedy_geographic,20,30,0.4497777777777778,0.07356243673754584,20.028634967143624,0.7117694360578577,2.3380596545384535,0.16038546060966838,2.2488888888888887,0.3678121836877291,2.397777777777778,0.25072056650609215,27.554847989156965,1.874578164555321,0.0,0.0,237.03333333333333,35.48754084964969,0.0,0.0
olsr_like_proactive,5,30,0.20166666666666666,0.07580066451384672,14.852717048745793,0.4692083084945546,1.1826680401416925,0.10252215307352766,1.0083333333333333,0.3790033225692336,0.13027777777777777,0.04453896199736214,29.7625,7.740821084639206,4.178888888888889,0.5513440367987852,2.533333333333333,1.80246744461277,2.533333333333333,1.80246744461277
olsr_like_proactive,10,30,0.22594444444444445,0.07101080164747672,16.411585686450078,0.7878366914699739,1.5099451521346523,0.16768436901827974,1.1297222222222223,0.35505400823738364,0.5458333333333333,0.10540376513058584,26.63517393366856,4.053068953341467,11.426111111111112,1.2905976460348194,5.766666666666667,3.480261803689806,5.766666666666667,3.480261803689806
olsr_like_proactive,20,30,0.48644444444444446,0.08370775145899566,21.729804308948594,1.0423767978062897,2.618872753494459,0.23426824989181613,2.4322222222222223,0.4185387572949782,2.397777777777778,0.25072056650609215,27.554847989156965,1.874578164555321,38.937222222222225,3.2209059092968255,24.5,7.084019574601226,24.5,7.084019574601226
shortest_path_oracle,5,30,0.20583333333333334,0.07730860476279708,14.822698145623596,0.47150477315245654,1.1862467560194825,0.10347345164759833,1.0291666666666668,0.38654302381398536,0.13027777777777777,0.04453896199736214,29.7625,7.740821084639206,0.0,0.0,0.0,0.0,0.0,0.0
shortest_path_oracle,10,30,0.23627777777777778,0.07431998302302827,16.41796408279616,0.8825765944068822,1.5389445844636391,0.1914760087898195,1.1813888888888888,0.37159991511514134,0.5458333333333333,0.10540376513058584,26.63517393366856,4.053068953341467,0.0,0.0,0.0,0.0,0.0,0.0
shortest_path_oracle,20,30,0.5290555555555555,0.08598307685918687,21.727976685144412,1.1514468241513487,2.712881474721572,0.256141777941425,2.645277777777778,0.42991538429593446,2.397777777777778,0.25072056650609215,27.554847989156965,1.874578164555321,0.0,0.0,0.0,0.0,0.0,0.0
